"seqnames","start","end","width","strand","peak_id","log2FoldChange","padj","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr1",8463057,8464098,1042,"*","chr1_8463057_8464098",1.03104796860321,8.2484624866075e-06,"Intron (ENST00000337907.7/473, intron 12 of 23)",1,8425638,8430041,4404,1,"102724552","ENST00000444276.1",37419,NA,"RERE-AS1","RERE antisense RNA 1"
"chr1",10082596,10083571,976,"*","chr1_10082596_10083571",1.71899395102024,1.82733866492047e-09,"Intron (ENST00000253251.12/10277, intron 2 of 26)",1,10100861,10103185,2325,1,"10277","ENST00000462658.1",-17290,"ENSG00000130939","UBE4B","ubiquitination factor E4B"
"chr1",10253615,10254259,645,"*","chr1_10253615_10254259",1.06379301272995,5.51415755265788e-05,"Intron (ENST00000377093.9/23095, intron 2 of 20)",1,10232329,10381596,149268,1,"23095","ENST00000622724.3",21286,"ENSG00000054523","KIF1B","kinesin family member 1B"
"chr1",10415157,10415897,741,"*","chr1_10415157_10415897",-1.15120803017681,0.000318649891424384,"Promoter (<=1kb)",1,10415292,10419830,4539,1,"5226","ENST00000498356.1",0,"ENSG00000142657","PGD","phosphogluconate dehydrogenase"
"chr1",10897553,10899132,1580,"*","chr1_10897553_10899132",-1.07605233325959,0.00922964923503448,"Distal Intergenic",1,10946475,10947870,1396,2,"148345","ENST00000468348.1",48738,"ENSG00000175262","CIROZ","ciliated left-right organizer protein containing ZP-N domains"
"chr1",11281279,11282553,1275,"*","chr1_11281279_11282553",2.38301957780476,1.14038304680018e-07,"Intron (ENST00000376810.6/29914, intron 1 of 1)",1,11273934,11296049,22116,1,"29914","ENST00000483738.1",7345,"ENSG00000120942","UBIAD1","UbiA prenyltransferase domain containing 1"
"chr1",11447838,11448819,982,"*","chr1_11447838_11448819",-1.39941568870717,0.00024524186961306,"Intron (ENST00000760480.1/ENST00000760480.1, intron 1 of 1)",1,11479155,11537551,58397,1,"57540","ENST00000294484.7",-30336,"ENSG00000204624","DISP3","dispatched RND transporter family member 3"
"chr1",12414749,12415659,911,"*","chr1_12414749_12415659",-1.49414450553159,1.13529309386462e-08,"Exon (ENST00000620676.6/55187, exon 64 of 70)",1,12409838,12416827,6990,1,"55187","ENST00000481484.1",4911,"ENSG00000048707","VPS13D","vacuolar protein sorting 13 homolog D"
"chr1",12453299,12455380,2082,"*","chr1_12453299_12455380",1.31012372894374,6.83127902858664e-07,"3' UTR",1,12464940,12512047,47108,1,"55187","ENST00000543766.2",-9560,"ENSG00000048707","VPS13D","vacuolar protein sorting 13 homolog D"
"chr1",12460952,12461721,770,"*","chr1_12460952_12461721",3.39496115590158,1.32170169199505e-14,"Intron (ENST00000620676.6/55187, intron 67 of 69)",1,12464940,12512047,47108,1,"55187","ENST00000543766.2",-3219,"ENSG00000048707","VPS13D","vacuolar protein sorting 13 homolog D"
"chr1",12464111,12465081,971,"*","chr1_12464111_12465081",1.25044454420048,1.54684337637226e-06,"Promoter (<=1kb)",1,12464940,12512047,47108,1,"55187","ENST00000543766.2",0,"ENSG00000048707","VPS13D","vacuolar protein sorting 13 homolog D"
"chr1",12649953,12650660,708,"*","chr1_12649953_12650660",1.64111899068733,2.55928193241635e-09,"Intron (ENST00000376221.2/343066, intron 1 of 3)",1,12644085,12667076,22992,1,"343066","ENST00000376221.2",5868,"ENSG00000204518","AADACL4","arylacetamide deacetylase like 4"
"chr1",14486147,14487144,998,"*","chr1_14486147_14487144",1.46982466968299,5.98874298971715e-06,"Intron (ENST00000636203.1/23254, intron 2 of 16)",1,14390655,14419973,29319,2,"105376762","ENST00000670776.1",-66174,"ENSG00000234593","KAZN-AS1","KAZN antisense RNA 1"
"chr1",15218277,15219038,762,"*","chr1_15218277_15219038",-1.16541200800021,3.32542718683216e-05,"Intron (ENST00000428417.5/55092, intron 2 of 2)",1,15236521,15398328,161808,1,"114827","ENST00000683790.1",-17483,"ENSG00000142621","FHAD1","forkhead associated phosphopeptide binding domain 1"
"chr1",15295376,15296529,1154,"*","chr1_15295376_15296529",-1.10910237157656,0.00444812636561282,"Intron (ENST00000683790.1/114827, intron 4 of 33)",1,15287045,15289641,2597,1,"114827","ENST00000462113.1",8331,"ENSG00000142621","FHAD1","forkhead associated phosphopeptide binding domain 1"
"chr1",15312560,15313426,867,"*","chr1_15312560_15313426",-1.19521478140856,0.000887513768634319,"Promoter (<=1kb)",1,15312105,15315239,3135,1,"114827","ENST00000483694.1",455,"ENSG00000142621","FHAD1","forkhead associated phosphopeptide binding domain 1"
"chr1",16258557,16259102,546,"*","chr1_16258557_16259102",-1.03179912210933,9.85954385803872e-05,"Intron (ENST00000375592.8/54455, intron 4 of 9)",1,16251082,16253593,2512,2,"54455","ENST00000444116.1",-4964,"ENSG00000037637","FBXO42","F-box protein 42"
"chr1",16534204,16535947,1744,"*","chr1_16534204_16535947",1.17607631399539,6.78794007107016e-09,"Promoter (<=1kb)",1,16533886,16535649,1764,2,"100132147","ENST00000415386.2",0,"ENSG00000233421","LINC01783","long intergenic non-protein coding RNA 1783"
"chr1",16895239,16897602,2364,"*","chr1_16895239_16897602",-1.0213422577719,1.4393430208623e-16,"Promoter (<=1kb)",1,16888542,16896642,8101,2,"105376805","ENST00000790083.1",0,"ENSG00000238142","LOC105376805","uncharacterized LOC105376805"
"chr1",16967031,16967706,676,"*","chr1_16967031_16967706",1.0116024059217,0.000554635104195986,"Promoter (1-2kb)",1,16966028,16970742,4715,1,"9696","ENST00000465021.5",1003,"ENSG00000058453","CROCC","ciliary rootlet coiled-coil, rootletin"
"chr1",19163163,19163745,583,"*","chr1_19163163_19163745",1.28077337199251,5.12896076419335e-05,"Intron (ENST00000375254.8/23352, intron 34 of 105)",1,19121213,19168055,46843,2,"23352","ENST00000417040.1",4310,"ENSG00000127481","UBR4","ubiquitin protein ligase E3 component n-recognin 4"
"chr1",19226748,19227336,589,"*","chr1_19226748_19227336",-1.69621696202126,8.18677986977529e-06,"Promoter (<=1kb)",1,19221869,19227945,6077,2,"23065","ENST00000692400.1",609,"ENSG00000127463","EMC1","ER membrane protein complex subunit 1"
"chr1",19384690,19386719,2030,"*","chr1_19384690_19386719",1.1431696350667,0.000214855191169368,"Promoter (<=1kb)",1,19356747,19385797,29051,2,"832","ENST00000457768.6",0,"ENSG00000077549","CAPZB","capping actin protein of muscle Z-line subunit beta"
"chr1",19751825,19752522,698,"*","chr1_19751825_19752522",-1.19345688124814,0.00220893630103059,"Intron (ENST00000375127.5/255104, intron 6 of 15)",1,19682242,19738419,56178,2,"255104","ENST00000489814.5",-13406,"ENSG00000162542","TMCO4","transmembrane and coiled-coil domains 4"
"chr1",20416492,20417247,756,"*","chr1_20416492_20417247",-1.01398108654635,0.000600908913957369,"Intron (ENST00000816624.1/339505, intron 1 of 5)",1,20372704,20410517,37814,2,"339505","ENST00000816648.1",-5975,NA,"LINC01141","long intergenic non-protein coding RNA 1141"
"chr1",20449609,20450197,589,"*","chr1_20449609_20450197",-1.60221966447104,2.57393005795303e-06,"Distal Intergenic",1,20372935,20439489,66555,2,"339505","ENST00000816625.1",-10120,NA,"LINC01141","long intergenic non-protein coding RNA 1141"
"chr1",20587544,20588045,502,"*","chr1_20587544_20588045",-1.08436525099253,0.00345469630811649,"Promoter (1-2kb)",1,20589086,20618903,29818,1,"978","ENST00000461985.1",-1041,"ENSG00000158825","CDA","cytidine deaminase"
"chr1",20884416,20885605,1190,"*","chr1_20884416_20885605",1.2734011591674,0.000199745759477796,"Intron (ENST00000374935.7/8672, intron 15 of 32)",1,20807025,20851268,44244,2,"8672","ENST00000435383.2",-33148,"ENSG00000075151","EIF4G3","eukaryotic translation initiation factor 4 gamma 3"
"chr1",21155455,21156895,1441,"*","chr1_21155455_21156895",1.22094420219839,0.00546248297733348,"Intron (ENST00000374935.7/8672, intron 2 of 32)",1,20941247,21168039,226793,2,"8672","ENST00000682284.1",11144,"ENSG00000075151","EIF4G3","eukaryotic translation initiation factor 4 gamma 3"
"chr1",22273633,22274432,800,"*","chr1_22273633_22274432",-1.00373457513646,7.26535782746719e-05,"Distal Intergenic",1,22266239,22266300,62,1,"100616433","ENST00000581169.1",7394,"ENSG00000266564","MIR4418","microRNA 4418"
"chr1",22380224,22380809,586,"*","chr1_22380224_22380809",-1.52805204908537,1.91979334086867e-07,"Distal Intergenic",1,22416412,22418931,2520,2,"105376856","ENST00000767037.1",38122,"ENSG00000299881","LOC105376856","uncharacterized LOC105376856"
"chr1",22387700,22388284,585,"*","chr1_22387700_22388284",-1.03522959456936,0.0105139603729578,"Distal Intergenic",1,22416412,22418931,2520,2,"105376856","ENST00000767037.1",30647,"ENSG00000299881","LOC105376856","uncharacterized LOC105376856"
"chr1",22539944,22540812,869,"*","chr1_22539944_22540812",-1.17442818973696,0.000865919012182606,"Distal Intergenic",1,22563489,22603595,40107,1,"2046","ENST00000166244.8",-22677,"ENSG00000070886","EPHA8","EPH receptor A8"
"chr1",23061403,23061960,558,"*","chr1_23061403_23061960",-1.11792296393366,0.000694969278154661,"Intron (ENST00000688680.1/23028, intron 9 of 14)",1,23065199,23083676,18478,1,"23028","ENST00000689677.1",-3239,"ENSG00000004487","KDM1A","lysine demethylase 1A"
"chr1",24309502,24310235,734,"*","chr1_24309502_24310235",-1.10991699916274,5.95661661564358e-05,"Intron (ENST00000690803.1/57822, intron 2 of 15)",1,24318764,24355312,36549,1,"57822","ENST00000692334.1",-8529,"ENSG00000158055","GRHL3","grainyhead like transcription factor 3"
"chr1",24454659,24455202,544,"*","chr1_24454659_24455202",-1.32377071575416,3.96950423425565e-05,"Promoter (<=1kb)",1,24456166,24466378,10213,1,"57185","ENST00000432012.1",-964,"ENSG00000001461","NIPAL3","NIPA like domain containing 3"
"chr1",24966336,24967385,1050,"*","chr1_24966336_24967385",-1.03185565749576,0.000772153105038438,"Promoter (1-2kb)",1,24929737,24965121,35385,2,"864","ENST00000479341.1",-1215,"ENSG00000020633","RUNX3","RUNX family transcription factor 3"
"chr1",26388704,26389419,716,"*","chr1_26388704_26389419",-1.21718767287463,0.000452947999173973,"Distal Intergenic",1,26364722,26374522,9801,2,"257101","ENST00000455900.5",-14182,"ENSG00000176083","ZNF683","zinc finger protein 683"
"chr1",26583585,26584583,999,"*","chr1_26583585_26584583",-1.09288003295044,0.00148433206767467,"Distal Intergenic",1,26572270,26574734,2465,1,"6195","ENST00000438977.1",11315,"ENSG00000117676","RPS6KA1","ribosomal protein S6 kinase A1"
"chr1",26937959,26938643,685,"*","chr1_26937959_26938643",-2.11774612924644,0.000135838185090584,"Intron (ENST00000435827.6/10726, intron 4 of 6)",1,26945135,26946184,1050,1,"10726","ENST00000484772.1",-6492,"ENSG00000090273","NUDC","nuclear distribution C, dynein complex regulator"
"chr1",27525303,27525971,669,"*","chr1_27525303_27525971",1.1898643407821,0.00237358644209122,"Promoter (<=1kb)",1,27525732,27530725,4994,1,"105376892","ENST00000772222.1",0,"ENSG00000237429","LOC105376892","uncharacterized LOC105376892"
"chr1",28078654,28079758,1105,"*","chr1_28078654_28079758",1.0977279008209,7.70385187029415e-07,"Intron (ENST00000373871.8/2140, intron 1 of 17)",1,27977273,28088564,111292,2,"2140","ENST00000373863.3",8806,"ENSG00000158161","EYA3","EYA transcriptional coactivator and phosphatase 3"
"chr1",28098327,28099582,1256,"*","chr1_28098327_28099582",1.62085208927859,0.000368830095606564,"Intron (ENST00000754552.1/ENST00000754552.1, intron 2 of 2)",1,27970347,28088637,118291,2,"2140","ENST00000540618.5",-9690,"ENSG00000158161","EYA3","EYA transcriptional coactivator and phosphatase 3"
"chr1",28326876,28327853,978,"*","chr1_28326876_28327853",-1.47290373185151,2.41269303766847e-09,"Promoter (1-2kb)",1,28329002,28335016,6015,1,"54797","ENST00000479574.5",-1149,"ENSG00000130772","MED18","mediator complex subunit 18"
"chr1",29254230,29254803,574,"*","chr1_29254230_29254803",-1.30100039554513,0.00263532055351158,"Intron (ENST00000345512.7/10076, intron 1 of 30)",1,29260181,29275685,15505,1,"10076","ENST00000527027.1",-5378,"ENSG00000060656","PTPRU","protein tyrosine phosphatase receptor type U"
"chr1",29395756,29396285,530,"*","chr1_29395756_29396285",-1.73610174942047,8.6038483159759e-07,"Distal Intergenic",1,29329620,29350114,20495,2,"101928460","ENST00000417651.1",-45642,"ENSG00000230523","LINC01756","long intergenic non-protein coding RNA 1756"
"chr1",29590781,29591531,751,"*","chr1_29590781_29591531",-1.33208035795238,1.97615008855781e-06,"Intron (ENST00000772657.1/107984934, intron 2 of 3)",1,29541274,29686576,145303,1,"107984934","ENST00000772658.1",49507,NA,"LOC107984934","uncharacterized LOC107984934"
"chr1",30023207,30023821,615,"*","chr1_30023207_30023821",-2.50823433215764,1.29601358895176e-11,"Intron (ENST00000445180.2/101929406, intron 4 of 6)",1,30013952,30037612,23661,2,"101929406","ENST00000445180.2",13791,"ENSG00000233399","LINC01648","long intergenic non-protein coding RNA 1648"
"chr1",30635056,30635916,861,"*","chr1_30635056_30635916",-1.66162368573047,1.34934458251363e-05,"Distal Intergenic",1,30695680,30710205,14526,2,"124903888","ENST00000781722.1",74289,NA,"LOC124903888","uncharacterized LOC124903888"
"chr1",31151296,31151796,501,"*","chr1_31151296_31151796",-1.58483937482955,0.000128433296626657,"Promoter (2-3kb)",1,31154475,31156134,1660,1,"107984935","ENST00000833009.1",-2679,"ENSG00000308292","LOC107984935","uncharacterized LOC107984935"
"chr1",32047673,32048191,519,"*","chr1_32047673_32048191",1.49984645508822,0.00506240499211532,"Intron (ENST00000484270.2/10657, intron 10 of 10)",1,32072031,32102863,30833,1,"55116","ENST00000487305.5",-23840,"ENSG00000121775","TMEM39B","transmembrane protein 39B"
"chr1",33060459,33061206,748,"*","chr1_33060459_33061206",1.62505166846874,9.65774426125707e-07,"Intron (ENST00000548559.1/204, intron 2 of 4)",1,33045472,33058906,13435,1,"124903969","ENST00000773306.1",14987,NA,"LOC124903969","uncharacterized LOC124903969"
"chr1",35222538,35223478,941,"*","chr1_35222538_35223478",1.11342579296485,0.00058861683477559,"Distal Intergenic",1,35182936,35193446,10511,2,"6421","ENST00000696553.1",-29092,"ENSG00000116560","SFPQ","splicing factor proline and glutamine rich"
"chr1",35656137,35657264,1128,"*","chr1_35656137_35657264",-1.14494257022685,1.27449793268893e-13,"Distal Intergenic",1,35665300,35669108,3809,1,"105378646","ENST00000822363.1",-8036,NA,"LOC105378646","uncharacterized LOC105378646"
"chr1",35921035,35921979,945,"*","chr1_35921035_35921979",1.29171973908036,0.00279256773885658,"3' UTR",1,35930718,35983409,52692,1,"192669","ENST00000324350.9",-8739,"ENSG00000126070","AGO3","argonaute RISC catalytic component 3"
"chr1",37250253,37250919,667,"*","chr1_37250253_37250919",-1.33510867547298,0.000559622550662293,"Intron (ENST00000818266.1/ENST00000818266.1, intron 2 of 3)",1,37161563,37161634,72,1,"100422898","ENST00000579351.1",88690,"ENSG00000264698","MIR4255","microRNA 4255"
"chr1",38727948,38728920,973,"*","chr1_38727948_38728920",-1.26050099875272,9.51995800968804e-07,"Promoter (<=1kb)",1,38669170,38728552,59383,2,"105378660","ENST00000827068.1",0,"ENSG00000307557","LOC105378660","uncharacterized LOC105378660"
"chr1",38783525,38784908,1384,"*","chr1_38783525_38784908",-1.30805475694244,3.15420956704025e-07,"Exon (ENST00000803122.1/ENST00000803122.1, exon 2 of 6)",1,38726881,38728587,1707,2,"105378660","ENST00000827071.1",-54938,"ENSG00000307557","LOC105378660","uncharacterized LOC105378660"
"chr1",39141863,39143109,1247,"*","chr1_39141863_39143109",1.58635188408138,1.8951875671817e-09,"Intron (ENST00000361689.7/23499, intron 2 of 93)",1,39158864,39333181,174318,1,"23499","ENST00000672812.1",-15755,"ENSG00000127603","MACF1","microtubule actin crosslinking factor 1"
"chr1",39189638,39190202,565,"*","chr1_39189638_39190202",1.35962260558772,5.29795596349582e-05,"Intron (ENST00000361689.7/23499, intron 2 of 93)",1,39204695,39254375,49681,1,"23499","ENST00000494012.1",-14493,"ENSG00000127603","MACF1","microtubule actin crosslinking factor 1"
"chr1",39195120,39195646,527,"*","chr1_39195120_39195646",1.06963208839049,0.00376392376826156,"Intron (ENST00000361689.7/23499, intron 2 of 93)",1,39204695,39254375,49681,1,"23499","ENST00000494012.1",-9049,"ENSG00000127603","MACF1","microtubule actin crosslinking factor 1"
"chr1",39301462,39302119,658,"*","chr1_39301462_39302119",-1.69270596519708,3.7007699397671e-05,"Promoter (1-2kb)",1,39300314,39486987,186674,1,"23499","ENST00000372925.6",1148,"ENSG00000127603","MACF1","microtubule actin crosslinking factor 1"
"chr1",39406541,39407041,501,"*","chr1_39406541_39407041",1.05160245151444,0.00297524383054397,"Promoter (2-3kb)",1,39409503,39428092,18590,1,"23499","ENST00000530275.3",-2462,"ENSG00000127603","MACF1","microtubule actin crosslinking factor 1"
"chr1",39814613,39815160,548,"*","chr1_39814613_39815160",-1.41624629194032,4.58614350922175e-05,"Promoter (2-3kb)",1,39804749,39817389,12641,2,"107985740","ENST00000811481.1",2229,"ENSG00000284678","LINC02811","long intergenic non-protein coding RNA 2811"
"chr1",40139830,40140864,1035,"*","chr1_40139830_40140864",1.2741960315181,0.000131391399576665,"Distal Intergenic",1,40161387,40240921,79535,1,"6018","ENST00000372771.5",-20523,"ENSG00000117000","RLF","RLF zinc finger"
"chr1",40639411,40639976,566,"*","chr1_40639411_40639976",-1.46079433043022,1.99469198149793e-05,"Intron (ENST00000372684.8/9783, intron 3 of 7)",1,40659777,40666752,6976,1,"105378675","ENST00000843681.1",-19801,NA,"LOC105378675","uncharacterized LOC105378675"
"chr1",40710512,40711929,1418,"*","chr1_40710512_40711929",1.42089579320742,1.48760998565376e-07,"Promoter (<=1kb)",1,40709543,40770940,61398,1,"4802","ENST00000372651.5",969,"ENSG00000066136","NFYC","nuclear transcription factor Y subunit gamma"
"chr1",40944213,40945515,1303,"*","chr1_40944213_40945515",1.26390756495048,0.000179658772742191,"Exon (ENST00000653821.1/ENST00000653821.1, exon 2 of 2)",1,40979300,41012550,33251,1,"1503","ENST00000696107.1",-33785,"ENSG00000171793","CTPS1","CTP synthase 1"
"chr1",41032948,41033948,1001,"*","chr1_41032948_41033948",-1.4731065217677,8.54502970807478e-05,"Intron (ENST00000626479.1/100507178, intron 2 of 3)",1,41027204,41037452,10249,2,"22955","ENST00000472037.5",3504,"ENSG00000010803","SCMH1","Scm polycomb group protein homolog 1"
"chr1",42210300,42211089,790,"*","chr1_42210300_42211089",-1.39908532683879,1.52303532237773e-07,"Intron (ENST00000372572.5/22887, intron 7 of 14)",1,42194997,42206011,11015,2,"22887","ENST00000422278.1",-4289,"ENSG00000198815","FOXJ3","forkhead box J3"
"chr1",42319415,42320510,1096,"*","chr1_42319415_42320510",1.04069341601744,0.000486781664130809,"Intron (ENST00000727207.1/ENST00000727207.1, intron 2 of 2)",1,42176545,42315459,138915,2,"22887","ENST00000545068.5",-3956,"ENSG00000198815","FOXJ3","forkhead box J3"
"chr1",42868339,42869057,719,"*","chr1_42868339_42869057",-1.15774504117048,0.000112567522071423,"Intron (ENST00000777248.1/124904163, intron 1 of 1)",1,42850687,42852473,1787,1,"51058","ENST00000630961.1",17652,"ENSG00000164011","ZNF691","zinc finger protein 691"
"chr1",44881141,44881723,583,"*","chr1_44881141_44881723",1.47904903377879,1.37877189382163e-05,"Exon (ENST00000360403.7/8891, exon 7 of 12)",1,44863004,44875622,12619,2,"8891","ENST00000486491.1",-5519,"ENSG00000070785","EIF2B3","eukaryotic translation initiation factor 2B subunit gamma"
"chr1",45815599,45816137,539,"*","chr1_45815599_45816137",-1.2766765066622,2.83866724778139e-05,"Intron (ENST00000470809.1/23139, intron 1 of 4)",1,45803612,46036122,232511,1,"23139","ENST00000361297.7",11987,"ENSG00000086015","MAST2","microtubule associated serine/threonine kinase 2"
"chr1",46013131,46014004,874,"*","chr1_46013131_46014004",-1.16673553675526,0.00200338644201938,"Intron (ENST00000361297.7/23139, intron 10 of 28)",1,46021965,46024364,2400,1,"23139","ENST00000467367.5",-7961,"ENSG00000086015","MAST2","microtubule associated serine/threonine kinase 2"
"chr1",46151903,46152475,573,"*","chr1_46151903_46152475",1.95973965323018,3.09885908958515e-12,"Intron (ENST00000540385.2/110117499, intron 1 of 9)",1,46133232,46135726,2495,1,"101929626","ENST00000756296.1",18671,NA,"LOC101929626","uncharacterized LOC101929626"
"chr1",46488475,46490387,1913,"*","chr1_46488475_46490387",-1.01743992153369,4.48368888629139e-07,"Promoter (<=1kb)",1,46489836,46516216,26381,1,"127343","ENST00000360032.4",0,"ENSG00000197587","DMBX1","diencephalon/mesencephalon homeobox 1"
"chr1",47207701,47208686,986,"*","chr1_47207701_47208686",-1.50577422765255,0.00233687806741118,"Intron (ENST00000840688.1/ENST00000840688.1, intron 1 of 1)",1,47218688,47224076,5389,2,"6886","ENST00000459729.1",15390,"ENSG00000162367","TAL1","TAL bHLH transcription factor 1, erythroid differentiation factor"
"chr1",47317823,47318323,501,"*","chr1_47317823_47318323",1.16829215667913,0.000194129077813969,"Promoter (2-3kb)",1,47250173,47314892,64720,2,"6491","ENST00000337817.10",-2931,"ENSG00000123473","STIL","STIL centriolar assembly protein"
"chr1",50620541,50621459,919,"*","chr1_50620541_50621459",1.02611923075062,0.00136432399934744,"Intron (ENST00000396153.7/11124, intron 8 of 18)",1,50539592,50606944,67353,2,"11124","ENST00000472808.1",-13597,"ENSG00000185104","FAF1","Fas associated factor 1"
"chr1",51417442,51418126,685,"*","chr1_51417442_51418126",1.5760654775811,0.000105695243534119,"Intron (ENST00000493793.2/2060, intron 1 of 12)",1,51354263,51422095,67833,2,"2060","ENST00000493793.2",3969,"ENSG00000085832","EPS15","epidermal growth factor receptor pathway substrate 15"
"chr1",51962556,51963391,836,"*","chr1_51962556_51963391",-1.18581587169761,0.000637311751853475,"Intron (ENST00000371655.4/5865, intron 2 of 4)",1,51907956,51990700,82745,2,"5865","ENST00000371655.4",27309,"ENSG00000169213","RAB3B","RAB3B, member RAS oncogene family"
"chr1",52669651,52670218,568,"*","chr1_52669651_52670218",1.42707627346328,0.000866242136013186,"Exon (ENST00000401050.7/348378, exon 6 of 6)",1,52687562,52698068,10507,2,"65260","ENST00000486918.1",27850,"ENSG00000162377","COA7","cytochrome c oxidase assembly factor 7"
"chr1",52708182,52708941,760,"*","chr1_52708182_52708941",1.02582207462261,0.000312681203393779,"Distal Intergenic",1,52684449,52698347,13899,2,"65260","ENST00000371538.5",-9835,"ENSG00000162377","COA7","cytochrome c oxidase assembly factor 7"
"chr1",52813427,52814028,602,"*","chr1_52813427_52814028",1.53267771900776,0.00504574045672215,"3' UTR",1,52842511,52894998,52488,1,"440590","ENST00000371532.5",-28483,"ENSG00000203995","ZYG11A","zyg-11 family member A, cell cycle regulator"
"chr1",53408155,53408672,518,"*","chr1_53408155_53408672",-1.04448940738932,0.0023510284217521,"Distal Intergenic",1,53438711,53439569,859,2,"163742","ENST00000562700.1",30897,"ENSG00000293595","SLC25A3P1","solute carrier family 25 member 3 pseudogene 1"
"chr1",53442188,53442745,558,"*","chr1_53442188_53442745",-1.04644070094375,0.00100113265118922,"Promoter (2-3kb)",1,53438370,53440020,1651,2,"163742","ENST00000569142.1",-2168,"ENSG00000293595","SLC25A3P1","solute carrier family 25 member 3 pseudogene 1"
"chr1",53553246,53553840,595,"*","chr1_53553246_53553840",-1.31203301035972,8.92755334322666e-05,"Intron (ENST00000312233.4/148979, intron 3 of 9)",1,53459976,53464679,4704,1,"63948","ENST00000463126.1",93270,"ENSG00000143006","DMRTB1","DMRT like family B with proline rich C-terminal 1"
"chr1",53553888,53554686,799,"*","chr1_53553888_53554686",-1.04339444228854,0.0029847224343647,"Intron (ENST00000312233.4/148979, intron 3 of 9)",1,53459976,53464679,4704,1,"63948","ENST00000463126.1",93912,"ENSG00000143006","DMRTB1","DMRT like family B with proline rich C-terminal 1"
"chr1",53624904,53625704,801,"*","chr1_53624904_53625704",-1.08448098035432,1.03889548814853e-06,"Intron (ENST00000312233.4/148979, intron 1 of 9)",1,53506237,53734204,227968,2,"148979","ENST00000312233.4",108500,"ENSG00000174332","GLIS1","GLIS family zinc finger 1"
"chr1",54101967,54102788,822,"*","chr1_54101967_54102788",-3.5417418094061,9.62522279275453e-09,"3' UTR",1,54054134,54096493,42360,1,"127428","ENST00000371331.1",47833,"ENSG00000116205","TCEANC2","transcription elongation factor A N-terminal and central domain containing 2"
"chr1",54227184,54227743,560,"*","chr1_54227184_54227743",-1.00313068173687,0.0011236929831071,"Promoter (1-2kb)",1,54225433,54229455,4023,2,"23648","ENST00000528930.6",1712,"ENSG00000157216","SSBP3","single stranded DNA binding protein 3"
