"seqnames","start","end","width","strand","peak_id","log2FoldChange","padj","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr1",12460952,12461721,770,"*","chr1_12460952_12461721",2.56385539896642,5.71020921611163e-08,"Intron (ENST00000620676.6/55187, intron 67 of 69)",1,12464940,12512047,47108,1,"55187","ENST00000543766.2",-3219,"ENSG00000048707","VPS13D","vacuolar protein sorting 13 homolog D"
"chr1",12464111,12465081,971,"*","chr1_12464111_12465081",1.01421192370031,0.000161102752177255,"Promoter (<=1kb)",1,12464940,12512047,47108,1,"55187","ENST00000543766.2",0,"ENSG00000048707","VPS13D","vacuolar protein sorting 13 homolog D"
"chr1",12556375,12557745,1371,"*","chr1_12556375_12557745",1.23679658066364,2.29550909650957e-06,"Distal Intergenic",1,12578957,12579023,67,2,"102466722","ENST00000622213.1",21278,"ENSG00000276830","MIR6730","microRNA 6730"
"chr1",12649953,12650660,708,"*","chr1_12649953_12650660",2.28615972470969,3.73843660260919e-19,"Intron (ENST00000376221.2/343066, intron 1 of 3)",1,12644085,12667076,22992,1,"343066","ENST00000376221.2",5868,"ENSG00000204518","AADACL4","arylacetamide deacetylase like 4"
"chr1",12708908,12710182,1275,"*","chr1_12708908_12710182",-1.174121790441,1.87730960751447e-05,"Distal Intergenic",1,12716110,12728760,12651,1,"126767","ENST00000359318.8",-5928,"ENSG00000188984","AADACL3","arylacetamide deacetylase like 3"
"chr1",13723711,13724286,576,"*","chr1_13723711_13724286",-1.45152091005726,5.11161872035239e-05,"Intron (ENST00000311066.10/7799, intron 2 of 9)",1,13731018,13787067,56050,1,"7799","ENST00000491134.5",-6732,"ENSG00000116731","PRDM2","PR/SET domain 2"
"chr1",14486147,14487144,998,"*","chr1_14486147_14487144",2.35072932792203,1.02587508585179e-15,"Intron (ENST00000636203.1/23254, intron 2 of 16)",1,14390655,14419973,29319,2,"105376762","ENST00000670776.1",-66174,"ENSG00000234593","KAZN-AS1","KAZN antisense RNA 1"
"chr1",14612201,14612794,594,"*","chr1_14612201_14612794",1.2568953576878,0.0035416334503092,"Intron (ENST00000636203.1/23254, intron 3 of 16)",1,14598717,15065797,467081,1,"23254","ENST00000503743.5",13484,"ENSG00000189337","KAZN","kazrin, periplakin interacting protein"
"chr1",15111957,15112750,794,"*","chr1_15111957_15112750",-1.00462978268995,0.00298650704268849,"Exon (ENST00000636203.1/23254, exon 16 of 17)",1,15111869,15152458,40590,2,"200197","ENST00000404665.4",39708,"ENSG00000175147","TMEM51-AS1","TMEM51 antisense RNA 1"
"chr1",15866920,15867968,1049,"*","chr1_15866920_15867968",1.77259745073316,0.000766961203966289,"5' UTR",1,15873502,15876711,3210,1,"23013","ENST00000471538.1",-5534,"ENSG00000065526","SPEN","spen family transcriptional repressor"
"chr1",16112515,16113600,1086,"*","chr1_16112515_16113600",1.13561396026349,0.00515773063299108,"Distal Intergenic",1,16133013,16133562,550,2,"1969","ENST00000462805.1",19962,"ENSG00000142627","EPHA2","EPH receptor A2"
"chr1",16519631,16521280,1650,"*","chr1_16519631_16521280",1.34016012892796,1.4843961276677e-06,"Exon (ENST00000648419.1/ENST00000648419.1, exon 2 of 3)",1,16514122,16514285,164,2,"26871","ENST00000383925.1",-5346,"ENSG00000206652","RNU1-1","RNA, U1 small nuclear 1"
"chr1",16534204,16535947,1744,"*","chr1_16534204_16535947",1.63911992778654,1.01048321276044e-17,"Promoter (<=1kb)",1,16533886,16535649,1764,2,"100132147","ENST00000415386.2",0,"ENSG00000233421","LINC01783","long intergenic non-protein coding RNA 1783"
"chr1",16726922,16727946,1025,"*","chr1_16726922_16727946",1.84952469978592,1.79895739481748e-07,"Distal Intergenic",1,16691214,16720157,28944,2,"284729","ENST00000270691.10",-6765,NA,"ESPNP","espin pseudogene"
"chr1",16872357,16873130,774,"*","chr1_16872357_16873130",1.04831674254419,7.2867654229237e-05,"Promoter (<=1kb)",1,16872559,16874087,1529,1,"112267871","ENST00000666785.2",0,"ENSG00000228549","LINC03126","long intergenic non-protein coding RNA 3126"
"chr1",16895239,16897602,2364,"*","chr1_16895239_16897602",-1.01050266933467,6.13968072223007e-16,"Promoter (<=1kb)",1,16888542,16896642,8101,2,"105376805","ENST00000790083.1",0,"ENSG00000238142","LOC105376805","uncharacterized LOC105376805"
"chr1",16920927,16922137,1211,"*","chr1_16920927_16922137",-1.07751241806337,5.61770910257973e-05,"Promoter (<=1kb)",1,16921931,16972964,51034,1,"9696","ENST00000375541.10",0,"ENSG00000058453","CROCC","ciliary rootlet coiled-coil, rootletin"
"chr1",16967031,16967706,676,"*","chr1_16967031_16967706",1.11522262488204,8.25369641980519e-05,"Promoter (1-2kb)",1,16966028,16970742,4715,1,"9696","ENST00000465021.5",1003,"ENSG00000058453","CROCC","ciliary rootlet coiled-coil, rootletin"
"chr1",17494118,17494714,597,"*","chr1_17494118_17494714",-1.00342161558942,0.000655066099278587,"Distal Intergenic",1,17520305,17525689,5385,1,"55160","ENST00000819777.1",-25591,"ENSG00000074964","ARHGEF10L","Rho guanine nucleotide exchange factor 10 like"
"chr1",19101153,19101833,681,"*","chr1_19101153_19101833",-1.0135184467465,0.00380189638436926,"Promoter (1-2kb)",1,19093361,19100126,6766,2,"23352","ENST00000467272.6",-1027,"ENSG00000127481","UBR4","ubiquitin protein ligase E3 component n-recognin 4"
"chr1",19495202,19496915,1714,"*","chr1_19495202_19496915",1.02764627384849,6.87834170428082e-05,"Intron (ENST00000648702.1/440574, intron 1 of 3)",1,19356655,19485539,128885,2,"832","ENST00000459967.6",-9663,"ENSG00000077549","CAPZB","capping actin protein of muscle Z-line subunit beta"
"chr1",19987601,19989017,1417,"*","chr1_19987601_19989017",2.09611536395475,3.74377388137385e-09,"Distal Intergenic",1,19975438,19980416,4979,2,"5320","ENST00000375111.7",-7185,"ENSG00000188257","PLA2G2A","phospholipase A2 group IIA"
"chr1",20358431,20359376,946,"*","chr1_20358431_20359376",1.46135100764638,6.64267264615664e-07,"3' UTR",1,20372940,20380141,7202,2,"339505","ENST00000816676.1",20765,NA,"LINC01141","long intergenic non-protein coding RNA 1141"
"chr1",20399686,20401033,1348,"*","chr1_20399686_20401033",1.04017241327697,0.00322619234814328,"Exon (ENST00000426428.5/339505, exon 4 of 12)",1,20372949,20409224,36276,2,"339505","ENST00000816668.1",8191,NA,"LINC01141","long intergenic non-protein coding RNA 1141"
"chr1",20449609,20450197,589,"*","chr1_20449609_20450197",-1.62174208411718,2.05551272365109e-06,"Distal Intergenic",1,20372935,20439489,66555,2,"339505","ENST00000816625.1",-10120,NA,"LINC01141","long intergenic non-protein coding RNA 1141"
"chr1",20480258,20482197,1940,"*","chr1_20480258_20482197",1.43376118180911,1.17227948535704e-16,"Promoter (2-3kb)",1,20483187,20484645,1459,2,"55450","ENST00000489020.1",2448,"ENSG00000162545","CAMK2N1","calcium/calmodulin dependent protein kinase II inhibitor 1"
"chr1",20884416,20885605,1190,"*","chr1_20884416_20885605",1.57921666189939,1.17443723607263e-06,"Intron (ENST00000374935.7/8672, intron 15 of 32)",1,20807025,20851268,44244,2,"8672","ENST00000435383.2",-33148,"ENSG00000075151","EIF4G3","eukaryotic translation initiation factor 4 gamma 3"
"chr1",21069186,21070057,872,"*","chr1_21069186_21070057",-1.13117229839158,0.00130326648908976,"Intron (ENST00000374935.7/8672, intron 3 of 32)",1,20806479,21050994,244516,2,"8672","ENST00000264211.13",-18192,"ENSG00000075151","EIF4G3","eukaryotic translation initiation factor 4 gamma 3"
"chr1",21155455,21156895,1441,"*","chr1_21155455_21156895",1.76004202129369,1.15990141878978e-05,"Intron (ENST00000374935.7/8672, intron 2 of 32)",1,20941247,21168039,226793,2,"8672","ENST00000682284.1",11144,"ENSG00000075151","EIF4G3","eukaryotic translation initiation factor 4 gamma 3"
"chr1",22414114,22414924,811,"*","chr1_22414114_22414924",1.20182595066938,0.00066529541152449,"Distal Intergenic",1,22416412,22418931,2520,2,"105376856","ENST00000767037.1",4007,"ENSG00000299881","LOC105376856","uncharacterized LOC105376856"
"chr1",22919510,22920805,1296,"*","chr1_22919510_22920805",1.57854542673337,2.50053080835668e-07,"3' UTR",1,22953043,22972866,19824,2,"646262","ENST00000426928.7",52061,"ENSG00000215906","LACTBL1","lactamase beta like 1"
"chr1",22990242,22990806,565,"*","chr1_22990242_22990806",2.01966631299447,1.6193582257051e-08,"Distal Intergenic",1,22953043,22972866,19824,2,"646262","ENST00000426928.7",-17376,"ENSG00000215906","LACTBL1","lactamase beta like 1"
"chr1",23470058,23471224,1167,"*","chr1_23470058_23471224",1.33391665779391,0.0412797858048304,"Intron (ENST00000336689.8/55616, intron 1 of 24)",1,23455991,23480179,24189,2,"55616","ENST00000449467.2",8955,"ENSG00000088280","ASAP3","ArfGAP with SH3 domain, ankyrin repeat and PH domain 3"
"chr1",24712964,24713854,891,"*","chr1_24712964_24713854",1.44890331994668,8.16376677591426e-06,"Intron (ENST00000641176.1/ENST00000641176.1, intron 2 of 3)",1,24745382,24839907,94526,1,"25932","ENST00000497755.1",-31528,"ENSG00000169504","CLIC4","chloride intracellular channel 4"
"chr1",24951689,24952842,1154,"*","chr1_24951689_24952842",1.17726267846742,1.2187038534409e-06,"Intron (ENST00000338888.4/864, intron 2 of 6)",1,24961345,24963097,1753,1,"105376878","ENST00000456316.1",-8503,NA,"RUNX3-AS1","RUNX3 antisense RNA 1"
"chr1",25003388,25004225,838,"*","chr1_25003388_25004225",1.43689783718399,1.57598841863805e-05,"Distal Intergenic",1,25023503,25023586,84,1,"100616365","ENST00000580572.1",-19278,"ENSG00000264371","MIR4425","microRNA 4425"
"chr1",25139962,25140865,904,"*","chr1_25139962_25140865",1.0383263834675,0.00156683229440141,"Intron (ENST00000824734.1/124903880, intron 1 of 4)",1,25130183,25132422,2240,2,"124903880","ENST00000824736.1",-7540,NA,"LOC124903880","uncharacterized LOC124903880"
"chr1",25308963,25309545,583,"*","chr1_25308963_25309545",-2.17614255661718,3.64794457715642e-08,"Intron (ENST00000648012.1/6007, intron 6 of 8)",1,25335846,25337218,1373,2,"57035","ENST00000564413.1",27673,"ENSG00000117616","RSRP1","arginine and serine rich protein 1"
"chr1",25382952,25383629,678,"*","chr1_25382952_25383629",-1.04193540803112,0.000248024472180395,"Intron (ENST00000294413.13/6006, intron 7 of 9)",1,25362359,25402702,40344,2,"6006","ENST00000527747.5",19073,"ENSG00000188672","RHCE","Rh blood group CcEe antigens"
"chr1",25386185,25386735,551,"*","chr1_25386185_25386735",-1.17227953968947,0.00019728653413211,"Intron (ENST00000294413.13/6006, intron 6 of 9)",1,25362359,25402702,40344,2,"6006","ENST00000527747.5",15967,"ENSG00000188672","RHCE","Rh blood group CcEe antigens"
"chr1",25726973,25728198,1226,"*","chr1_25726973_25728198",1.07805133947805,0.00174490376576971,"Intron (ENST00000374332.9/57134, intron 2 of 11)",1,25709602,25784450,74849,1,"57134","ENST00000374329.1",17371,"ENSG00000117643","MAN1C1","mannosidase alpha class 1C member 1"
"chr1",26021436,26022424,989,"*","chr1_26021436_26022424",1.31472793550482,9.06017462153777e-05,"Promoter (<=1kb)",1,26021775,26036464,14690,1,"2134","ENST00000374280.4",0,"ENSG00000158008","EXTL1","exostosin like glycosyltransferase 1"
"chr1",26783851,26784554,704,"*","chr1_26783851_26784554",1.49953300796707,8.6813736819114e-08,"Promoter (2-3kb)",1,26787054,26798257,11204,1,"55650","ENST00000455364.2",-2500,"ENSG00000060642","PIGV","phosphatidylinositol glycan anchor biosynthesis class V"
"chr1",27001509,27002369,861,"*","chr1_27001509_27002369",1.2057561823497,7.93052307309682e-07,"3' UTR",1,26993787,27001912,8126,1,"388610","ENST00000531285.2",7722,"ENSG00000253368","TRNP1","TMF1 regulated nuclear protein 1"
"chr1",27007971,27008471,501,"*","chr1_27007971_27008471",1.07701885650581,0.00444258318869502,"Intron (ENST00000289166.6/115572, intron 1 of 1)",1,27005020,27012850,7831,2,"115572","ENST00000289166.6",4379,"ENSG00000158246","TENT5B","terminal nucleotidyltransferase 5B"
"chr1",27292109,27292651,543,"*","chr1_27292109_27292651",1.04017203542045,3.75106691544749e-06,"Exon (ENST00000319394.8/23038, exon 7 of 16)",1,27287709,27308619,20911,1,"23038","ENST00000491239.2",4400,"ENSG00000142784","WDTC1","WD and tetratricopeptide repeats 1"
"chr1",27525303,27525971,669,"*","chr1_27525303_27525971",1.21142386744049,0.00147789482464988,"Promoter (<=1kb)",1,27525732,27530725,4994,1,"105376892","ENST00000772222.1",0,"ENSG00000237429","LOC105376892","uncharacterized LOC105376892"
"chr1",27904454,27905515,1062,"*","chr1_27904454_27905515",-1.16703702932772,7.50478024919494e-05,"Intron (ENST00000373912.8/6118, intron 4 of 8)",1,27891538,27897085,5548,2,"6118","ENST00000419958.5",-7369,"ENSG00000117748","RPA2","replication protein A2"
"chr1",28078654,28079758,1105,"*","chr1_28078654_28079758",1.01527213138203,5.59526175587208e-06,"Intron (ENST00000373871.8/2140, intron 1 of 17)",1,27977273,28088564,111292,2,"2140","ENST00000373863.3",8806,"ENSG00000158161","EYA3","EYA transcriptional coactivator and phosphatase 3"
"chr1",28098327,28099582,1256,"*","chr1_28098327_28099582",2.45848499332638,1.90571763042484e-09,"Intron (ENST00000754552.1/ENST00000754552.1, intron 2 of 2)",1,27970347,28088637,118291,2,"2140","ENST00000540618.5",-9690,"ENSG00000158161","EYA3","EYA transcriptional coactivator and phosphatase 3"
"chr1",29385791,29386363,573,"*","chr1_29385791_29386363",1.18882488656038,0.00192012209178744,"Distal Intergenic",1,29329620,29350114,20495,2,"101928460","ENST00000417651.1",-35677,"ENSG00000230523","LINC01756","long intergenic non-protein coding RNA 1756"
"chr1",29966483,29967616,1134,"*","chr1_29966483_29967616",1.51135656961932,0.0386496979671649,"Distal Intergenic",1,30013952,30037612,23661,2,"101929406","ENST00000445180.2",69996,"ENSG00000233399","LINC01648","long intergenic non-protein coding RNA 1648"
"chr1",30732659,30733906,1248,"*","chr1_30732659_30733906",1.16292343494349,1.00165593421175e-06,"3' UTR",1,30739156,30739232,77,2,"100616164","ENST00000583944.1",5326,"ENSG00000264773","MIR4420","microRNA 4420"
"chr1",30966513,30967461,949,"*","chr1_30966513_30967461",1.36910027485697,0.00076145241678848,"Promoter (<=1kb)",1,30964888,30966380,1493,2,"9698","ENST00000498627.1",-133,"ENSG00000134644","PUM1","pumilio RNA binding family member 1"
"chr1",31888897,31889861,965,"*","chr1_31888897_31889861",1.15620607889395,0.000532792005041229,"Intron (ENST00000602889.1/ENST00000602889.1, intron 1 of 1)",1,31908653,31911280,2628,2,"8073","ENST00000489313.1",21419,"ENSG00000184007","PTP4A2","protein tyrosine phosphatase 4A2"
"chr1",32393098,32393617,520,"*","chr1_32393098_32393617",-1.63683597655536,1.00441858125305e-05,"Promoter (<=1kb)",1,32376630,32394425,17796,2,"55108","ENST00000527513.5",808,"ENSG00000160058","BSDC1","BSD domain containing 1"
"chr1",32781999,32782547,549,"*","chr1_32781999_32782547",-1.18004753899602,0.000496242164571424,"Promoter (<=1kb)",1,32775237,32782103,6867,2,"8565","ENST00000469100.5",0,"ENSG00000134684","YARS1","tyrosyl-tRNA synthetase 1"
"chr1",33060459,33061206,748,"*","chr1_33060459_33061206",1.01108898964675,0.00468125107103813,"Intron (ENST00000548559.1/204, intron 2 of 4)",1,33045472,33058906,13435,1,"124903969","ENST00000773306.1",14987,NA,"LOC124903969","uncharacterized LOC124903969"
"chr1",33163514,33164630,1117,"*","chr1_33163514_33164630",1.07720311469298,4.37424607491082e-06,"Exon (ENST00000624339.1/ENST00000624339.1, exon 1 of 1)",1,33146702,33176550,29849,2,"55223","ENST00000543586.1",11920,"ENSG00000116525","TRIM62","tripartite motif containing 62"
"chr1",33365438,33366048,611,"*","chr1_33365438_33366048",2.15003546738145,1.33532363425036e-14,"Intron (ENST00000373422.8/1912, intron 6 of 13)",1,33323682,33375590,51909,2,"1912","ENST00000706360.1",9542,"ENSG00000134686","PHC2","polyhomeotic homolog 2"
"chr1",33442851,33444275,1425,"*","chr1_33442851_33444275",1.03985279243565,0.000139005445048582,"Exon (ENST00000780966.1/ENST00000780966.1, exon 1 of 3)",1,33323626,33431095,107470,2,"1912","ENST00000683057.1",-11756,"ENSG00000134686","PHC2","polyhomeotic homolog 2"
"chr1",33585779,33586724,946,"*","chr1_33585779_33586724",1.02137496848016,0.000456407913053736,"Exon (ENST00000373381.9/114784, exon 46 of 71)",1,33559353,33572590,13238,2,"114784","ENST00000465819.1",-13189,"ENSG00000121904","CSMD2","CUB and Sushi multiple domains 2"
"chr1",33640026,33640764,739,"*","chr1_33640026_33640764",1.13059686788664,0.000153499781190442,"Intron (ENST00000373381.9/114784, intron 29 of 70)",1,33598689,33626584,27896,2,"114784","ENST00000373377.1",-13442,"ENSG00000121904","CSMD2","CUB and Sushi multiple domains 2"
"chr1",35574877,35576690,1814,"*","chr1_35574877_35576690",-1.18716358673403,0.000196190007451159,"Promoter (1-2kb)",1,35577736,35595261,17526,1,"339488","ENST00000650429.1",-1046,"ENSG00000116819","TFAP2E","transcription factor AP-2 epsilon"
"chr1",36436135,36437277,1143,"*","chr1_36436135_36437277",1.77898370737977,2.4245630574922e-06,"Promoter (1-2kb)",1,36422786,36439000,16215,2,"127700","ENST00000528112.1",1723,"ENSG00000116885","OSCP1","organic solute carrier partner 1"
"chr1",37851652,37852254,603,"*","chr1_37851652_37852254",-1.19829881897426,0.000843591376920159,"Intron (ENST00000373036.5/4520, intron 2 of 10)",1,37857349,37858539,1191,2,"4520","ENST00000468190.1",6285,"ENSG00000188786","MTF1","metal regulatory transcription factor 1"
"chr1",39195120,39195646,527,"*","chr1_39195120_39195646",1.27694251214803,0.000237814714702679,"Intron (ENST00000361689.7/23499, intron 2 of 93)",1,39204695,39254375,49681,1,"23499","ENST00000494012.1",-9049,"ENSG00000127603","MACF1","microtubule actin crosslinking factor 1"
"chr1",39230418,39231461,1044,"*","chr1_39230418_39231461",1.18136088373855,0.00150191191351926,"Exon (ENST00000361689.7/23499, exon 3 of 94)",1,39215265,39254440,39176,1,"23499","ENST00000469366.1",15153,"ENSG00000127603","MACF1","microtubule actin crosslinking factor 1"
"chr1",39301462,39302119,658,"*","chr1_39301462_39302119",-2.3179286242701,6.19303940778618e-08,"Promoter (1-2kb)",1,39300314,39486987,186674,1,"23499","ENST00000372925.6",1148,"ENSG00000127603","MACF1","microtubule actin crosslinking factor 1"
"chr1",39671459,39673126,1668,"*","chr1_39671459_39673126",-1.11472861588605,0.000245380017371797,"Promoter (<=1kb)",1,39651229,39672107,20879,2,"84618","ENST00000235628.2",0,"ENSG00000116981","NT5C1A","5'-nucleotidase, cytosolic IA"
"chr1",40313421,40314058,638,"*","chr1_40313421_40314058",2.73253951473108,2.2121435478743e-12,"Promoter (1-2kb)",1,40310111,40315438,5328,2,"1298","ENST00000488463.6",1380,"ENSG00000049089","COL9A2","collagen type IX alpha 2 chain"
"chr1",40944213,40945515,1303,"*","chr1_40944213_40945515",1.36653330340142,3.04094315095792e-05,"Exon (ENST00000653821.1/ENST00000653821.1, exon 2 of 2)",1,40979300,41012550,33251,1,"1503","ENST00000696107.1",-33785,"ENSG00000171793","CTPS1","CTP synthase 1"
"chr1",40976915,40977435,521,"*","chr1_40976915_40977435",1.47502778341563,1.06391581412497e-05,"Promoter (1-2kb)",1,40979300,41012550,33251,1,"1503","ENST00000696107.1",-1865,"ENSG00000171793","CTPS1","CTP synthase 1"
"chr1",41051562,41052208,647,"*","chr1_41051562_41052208",1.99015136650554,1.21048879373612e-06,"Promoter (2-3kb)",1,41037362,41048760,11399,2,"22955","ENST00000489421.1",-2802,"ENSG00000010803","SCMH1","Scm polycomb group protein homolog 1"
"chr1",41498379,41499263,885,"*","chr1_41498379_41499263",1.33317145837327,8.87121305724024e-07,"Intron (ENST00000727675.1/ENST00000727675.1, intron 1 of 1)",1,41478775,41484683,5909,2,"1907","ENST00000372587.5",-13696,"ENSG00000127129","EDN2","endothelin 2"
"chr1",43719590,43720549,960,"*","chr1_43719590_43720549",1.19050597616895,8.09661455138369e-06,"Promoter (<=1kb)",1,43709348,43720590,11243,2,"101929592","ENST00000794691.1",41,"ENSG00000229444","ST3GAL3-AS1","ST3GAL3 antisense RNA 1"
"chr1",43799758,43800670,913,"*","chr1_43799758_43800670",1.35639773015151,5.92968657858292e-10,"Intron (ENST00000645057.1/9682, intron 17 of 25)",1,43792107,43920550,128444,1,"6487","ENST00000461375.2",7651,"ENSG00000126091","ST3GAL3","ST3 beta-galactoside alpha-2,3-sialyltransferase 3"
"chr1",44464185,44464968,784,"*","chr1_44464185_44464968",1.26129026205818,0.000239309504677145,"Intron (ENST00000355387.6/55182, intron 2 of 14)",1,44412698,44419872,7175,1,"55182","ENST00000470498.1",51487,"ENSG00000187147","RNF220","ring finger protein 220"
"chr1",45260168,45260821,654,"*","chr1_45260168_45260821",1.19736606094866,0.00166158086943303,"Intron (ENST00000464588.1/57643, intron 2 of 2)",1,45303910,45305619,1710,1,"400752","ENST00000626198.1",-43089,"ENSG00000281912","LINC01144","long intergenic non-protein coding RNA 1144"
"chr1",45679870,45680660,791,"*","chr1_45679870_45680660",-1.04906027511227,0.00701147064693361,"Intron (ENST00000355105.8/60313, intron 2 of 12)",1,45627304,45686533,59230,2,"60313","ENST00000355105.8",5873,"ENSG00000159592","GPBP1L1","GC-rich promoter binding protein 1 like 1"
"chr1",45769069,45769696,628,"*","chr1_45769069_45769696",1.55483743852248,3.11214218414421e-06,"Distal Intergenic",1,45786987,45917509,130523,1,"23139","ENST00000470809.1",-17291,"ENSG00000086015","MAST2","microtubule associated serine/threonine kinase 2"
"chr1",46151903,46152475,573,"*","chr1_46151903_46152475",1.85125037966945,7.53873699982795e-11,"Intron (ENST00000540385.2/110117499, intron 1 of 9)",1,46133232,46135726,2495,1,"101929626","ENST00000756296.1",18671,NA,"LOC101929626","uncharacterized LOC101929626"
"chr1",46284530,46286170,1641,"*","chr1_46284530_46286170",-1.40665408483366,1.08060966704516e-06,"3' UTR",1,46261196,46281161,19966,2,"10489","ENST00000496156.5",-3369,"ENSG00000132128","LRRC41","leucine rich repeat containing 41"
