"seqnames","start","end","width","strand","peak_id","log2FoldChange","padj","annotation","geneChr","geneStart","geneEnd","geneLength","geneStrand","geneId","transcriptId","distanceToTSS","ENSEMBL","SYMBOL","GENENAME"
"chr1",12112503,12114283,1781,"*","chr1_12112503_12114283",1.22826904368564,0.00276703958413325,"Intron (ENST00000263932.7/943, intron 7 of 14)",1,12125899,12144207,18309,1,"943","ENST00000413146.6",-11616,"ENSG00000120949","TNFRSF8","TNF receptor superfamily member 8"
"chr1",12423745,12425258,1514,"*","chr1_12423745_12425258",1.19633483776289,0.00856612035199055,"Intron (ENST00000620676.6/55187, intron 65 of 69)",1,12409838,12416827,6990,1,"55187","ENST00000481484.1",13907,"ENSG00000048707","VPS13D","vacuolar protein sorting 13 homolog D"
"chr1",12435579,12436461,883,"*","chr1_12435579_12436461",-1.157684489515,0.0175648018214049,"Intron (ENST00000620676.6/55187, intron 65 of 69)",1,12409838,12416827,6990,1,"55187","ENST00000481484.1",25741,"ENSG00000048707","VPS13D","vacuolar protein sorting 13 homolog D"
"chr1",12447140,12447771,632,"*","chr1_12447140_12447771",1.17216297638317,0.0144372355759645,"Intron (ENST00000620676.6/55187, intron 65 of 69)",1,12464940,12512047,47108,1,"55187","ENST00000543766.2",-17169,"ENSG00000048707","VPS13D","vacuolar protein sorting 13 homolog D"
"chr1",12453299,12455380,2082,"*","chr1_12453299_12455380",1.06683642761252,0.00692252215767949,"3' UTR",1,12464940,12512047,47108,1,"55187","ENST00000543766.2",-9560,"ENSG00000048707","VPS13D","vacuolar protein sorting 13 homolog D"
"chr1",12460952,12461721,770,"*","chr1_12460952_12461721",3.14694866370883,2.14136686414855e-08,"Intron (ENST00000620676.6/55187, intron 67 of 69)",1,12464940,12512047,47108,1,"55187","ENST00000543766.2",-3219,"ENSG00000048707","VPS13D","vacuolar protein sorting 13 homolog D"
"chr1",12464111,12465081,971,"*","chr1_12464111_12465081",2.03177936843396,4.4519239129807e-11,"Promoter (<=1kb)",1,12464940,12512047,47108,1,"55187","ENST00000543766.2",0,"ENSG00000048707","VPS13D","vacuolar protein sorting 13 homolog D"
"chr1",12649953,12650660,708,"*","chr1_12649953_12650660",2.35567263743201,6.10142530286286e-13,"Intron (ENST00000376221.2/343066, intron 1 of 3)",1,12644085,12667076,22992,1,"343066","ENST00000376221.2",5868,"ENSG00000204518","AADACL4","arylacetamide deacetylase like 4"
"chr1",13723711,13724286,576,"*","chr1_13723711_13724286",-1.97369564163679,0.00043877637302027,"Intron (ENST00000311066.10/7799, intron 2 of 9)",1,13731018,13787067,56050,1,"7799","ENST00000491134.5",-6732,"ENSG00000116731","PRDM2","PR/SET domain 2"
"chr1",14486147,14487144,998,"*","chr1_14486147_14487144",3.00126527438551,7.61616054340755e-18,"Intron (ENST00000636203.1/23254, intron 2 of 16)",1,14390655,14419973,29319,2,"105376762","ENST00000670776.1",-66174,"ENSG00000234593","KAZN-AS1","KAZN antisense RNA 1"
"chr1",14519899,14520443,545,"*","chr1_14519899_14520443",-1.21067932993455,0.0226438886616221,"Intron (ENST00000636203.1/23254, intron 2 of 16)",1,14598685,15118043,519359,1,"23254","ENST00000376030.7",-78242,"ENSG00000189337","KAZN","kazrin, periplakin interacting protein"
"chr1",14942840,14943409,570,"*","chr1_14942840_14943409",1.35812177959373,0.000520695795527268,"Promoter (2-3kb)",1,14945919,15065797,119879,1,"23254","ENST00000400797.3",-2510,"ENSG00000189337","KAZN","kazrin, periplakin interacting protein"
"chr1",15111957,15112750,794,"*","chr1_15111957_15112750",-1.20234182576142,0.0228130824731699,"Exon (ENST00000636203.1/23254, exon 16 of 17)",1,15111869,15152458,40590,2,"200197","ENST00000404665.4",39708,"ENSG00000175147","TMEM51-AS1","TMEM51 antisense RNA 1"
"chr1",16055597,16056553,957,"*","chr1_16055597_16056553",-1.00989260606036,0.0437136435430076,"Promoter (<=1kb)",1,16056524,16057305,782,1,"1188","ENST00000684650.1",0,"ENSG00000184908","CLCNKB","chloride voltage-gated channel Kb"
"chr1",16534204,16535947,1744,"*","chr1_16534204_16535947",1.22792913728868,1.03454726965383e-05,"Promoter (<=1kb)",1,16533886,16535649,1764,2,"100132147","ENST00000415386.2",0,"ENSG00000233421","LINC01783","long intergenic non-protein coding RNA 1783"
"chr1",16920927,16922137,1211,"*","chr1_16920927_16922137",-1.51760921734093,0.000284267655058912,"Promoter (<=1kb)",1,16921931,16972964,51034,1,"9696","ENST00000375541.10",0,"ENSG00000058453","CROCC","ciliary rootlet coiled-coil, rootletin"
"chr1",16967031,16967706,676,"*","chr1_16967031_16967706",1.00376066334526,0.018397353510413,"Promoter (1-2kb)",1,16966028,16970742,4715,1,"9696","ENST00000465021.5",1003,"ENSG00000058453","CROCC","ciliary rootlet coiled-coil, rootletin"
"chr1",17207581,17208533,953,"*","chr1_17207581_17208533",-1.42256223146758,0.00184737315673177,"Promoter (2-3kb)",1,17205128,17246007,40880,1,"29943","ENST00000375471.5",2453,"ENSG00000142623","PADI1","peptidyl arginine deiminase 1"
"chr1",17369377,17369910,534,"*","chr1_17369377_17369910",-1.16557830286996,0.00654287809666035,"Promoter (2-3kb)",1,17372196,17401699,29504,1,"353238","ENST00000619609.1",-2286,"ENSG00000276747","PADI6","peptidyl arginine deiminase 6"
"chr1",17618022,17618808,787,"*","chr1_17618022_17618808",1.34460063266462,0.00496203502547708,"Promoter (<=1kb)",1,17618316,17697868,79553,1,"55160","ENST00000375408.7",0,"ENSG00000074964","ARHGEF10L","Rho guanine nucleotide exchange factor 10 like"
"chr1",18941165,18942132,968,"*","chr1_18941165_18942132",1.11810664318242,0.00286404849615244,"Intron (ENST00000455833.7/126917, intron 1 of 8)",1,18908340,18955698,47359,2,"126917","ENST00000416166.1",13566,"ENSG00000169991","IFFO2","intermediate filament family orphan 2"
"chr1",19101153,19101833,681,"*","chr1_19101153_19101833",-1.15878979212586,0.0311813195677477,"Promoter (1-2kb)",1,19093361,19100126,6766,2,"23352","ENST00000467272.6",-1027,"ENSG00000127481","UBR4","ubiquitin protein ligase E3 component n-recognin 4"
"chr1",19163163,19163745,583,"*","chr1_19163163_19163745",1.01045334158682,0.0330599296255325,"Intron (ENST00000375254.8/23352, intron 34 of 105)",1,19121213,19168055,46843,2,"23352","ENST00000417040.1",4310,"ENSG00000127481","UBR4","ubiquitin protein ligase E3 component n-recognin 4"
"chr1",19226748,19227336,589,"*","chr1_19226748_19227336",-1.38672125804359,0.0133886054629659,"Promoter (<=1kb)",1,19221869,19227945,6077,2,"23065","ENST00000692400.1",609,"ENSG00000127463","EMC1","ER membrane protein complex subunit 1"
"chr1",19361635,19362355,721,"*","chr1_19361635_19362355",1.26800175898785,0.0264235976519551,"Intron (ENST00000264202.8/832, intron 4 of 8)",1,19339137,19346362,7226,2,"832","ENST00000674299.1",-15273,"ENSG00000077549","CAPZB","capping actin protein of muscle Z-line subunit beta"
"chr1",19423049,19423853,805,"*","chr1_19423049_19423853",-1.85789788841207,0.000907332640328467,"Promoter (2-3kb)",1,19357522,19420144,62623,2,"832","ENST00000489607.5",-2905,"ENSG00000077549","CAPZB","capping actin protein of muscle Z-line subunit beta"
"chr1",19987601,19989017,1417,"*","chr1_19987601_19989017",1.53842727419637,0.00296856588828513,"Distal Intergenic",1,19975438,19980416,4979,2,"5320","ENST00000375111.7",-7185,"ENSG00000188257","PLA2G2A","phospholipase A2 group IIA"
"chr1",20358431,20359376,946,"*","chr1_20358431_20359376",1.00828118817049,0.0279559518862553,"3' UTR",1,20372940,20380141,7202,2,"339505","ENST00000816676.1",20765,NA,"LINC01141","long intergenic non-protein coding RNA 1141"
"chr1",20449609,20450197,589,"*","chr1_20449609_20450197",-1.30369840687919,0.00988887636504543,"Distal Intergenic",1,20372935,20439489,66555,2,"339505","ENST00000816625.1",-10120,NA,"LINC01141","long intergenic non-protein coding RNA 1141"
"chr1",20792140,20792672,533,"*","chr1_20792140_20792672",1.30672996950627,0.00258930141972407,"Distal Intergenic",1,20776698,20787323,10626,2,"50809","ENST00000437575.5",-4817,"ENSG00000127483","HP1BP3","heterochromatin protein 1 binding protein 3"
"chr1",20884416,20885605,1190,"*","chr1_20884416_20885605",1.57580462321172,0.000456368526472262,"Intron (ENST00000374935.7/8672, intron 15 of 32)",1,20807025,20851268,44244,2,"8672","ENST00000435383.2",-33148,"ENSG00000075151","EIF4G3","eukaryotic translation initiation factor 4 gamma 3"
"chr1",21155455,21156895,1441,"*","chr1_21155455_21156895",1.5954151267173,0.00508653314186701,"Intron (ENST00000374935.7/8672, intron 2 of 32)",1,20941247,21168039,226793,2,"8672","ENST00000682284.1",11144,"ENSG00000075151","EIF4G3","eukaryotic translation initiation factor 4 gamma 3"
"chr1",21899711,21900560,850,"*","chr1_21899711_21900560",-2.56741339159806,8.55838699793626e-05,"Intron (ENST00000374695.8/3339, intron 1 of 96)",1,21887233,21896310,9078,2,"3339","ENST00000412328.5",-3401,"ENSG00000142798","HSPG2","heparan sulfate proteoglycan 2"
"chr1",22229298,22230023,726,"*","chr1_22229298_22230023",-1.3112355079211,0.000142121251555177,"Exon (ENST00000725703.1/105376850, exon 3 of 4)",1,22252403,22273253,20851,1,"107985377","ENST00000725706.1",-22380,NA,"LOC107985377","uncharacterized LOC107985377"
"chr1",22539944,22540812,869,"*","chr1_22539944_22540812",-1.73439341757821,0.00219251779890312,"Distal Intergenic",1,22563489,22603595,40107,1,"2046","ENST00000166244.8",-22677,"ENSG00000070886","EPHA8","EPH receptor A8"
"chr1",22919510,22920805,1296,"*","chr1_22919510_22920805",1.3406719376777,0.0023950315923115,"3' UTR",1,22953043,22972866,19824,2,"646262","ENST00000426928.7",52061,"ENSG00000215906","LACTBL1","lactamase beta like 1"
"chr1",22990242,22990806,565,"*","chr1_22990242_22990806",1.14046743724563,0.0472905066064098,"Distal Intergenic",1,22953043,22972866,19824,2,"646262","ENST00000426928.7",-17376,"ENSG00000215906","LACTBL1","lactamase beta like 1"
"chr1",23411454,23412130,677,"*","chr1_23411454_23412130",1.14671804896599,0.00164874820827122,"Exon (ENST00000445848.2/ENST00000445848.2, exon 2 of 3)",1,23417345,23418298,954,2,"6920","ENST00000492271.1",6168,"ENSG00000204219","TCEA3","transcription elongation factor A3"
"chr1",23527933,23528666,734,"*","chr1_23527933_23528666",-1.07242982879511,0.0385643521575943,"Promoter (2-3kb)",1,23506438,23531233,24796,2,"1870","ENST00000361729.3",2567,"ENSG00000007968","E2F2","E2F transcription factor 2"
"chr1",24276666,24277886,1221,"*","chr1_24276666_24277886",-1.45735263546987,0.000771388936771231,"Intron (ENST00000690803.1/57822, intron 2 of 15)",1,24318764,24355312,36549,1,"57822","ENST00000692334.1",-40878,"ENSG00000158055","GRHL3","grainyhead like transcription factor 3"
"chr1",24283720,24284497,778,"*","chr1_24283720_24284497",-1.29199735101121,0.00185141875570816,"Intron (ENST00000690803.1/57822, intron 2 of 15)",1,24318764,24355312,36549,1,"57822","ENST00000692334.1",-34267,"ENSG00000158055","GRHL3","grainyhead like transcription factor 3"
"chr1",24399870,24400575,706,"*","chr1_24399870_24400575",2.37354101567169,0.000437009499790592,"Promoter (<=1kb)",1,24368704,24401331,32628,2,"90529","ENST00000497384.1",756,"ENSG00000001460","STPG1","sperm tail PG-rich repeat containing 1"
"chr1",24712964,24713854,891,"*","chr1_24712964_24713854",1.426210010483,0.00209124103027458,"Intron (ENST00000641176.1/ENST00000641176.1, intron 2 of 3)",1,24745382,24839907,94526,1,"25932","ENST00000497755.1",-31528,"ENSG00000169504","CLIC4","chloride intracellular channel 4"
"chr1",24754152,24754711,560,"*","chr1_24754152_24754711",-1.70028611658418,0.00234837539661689,"Intron (ENST00000497755.1/25932, intron 1 of 5)",1,24745447,24844321,98875,1,"25932","ENST00000374379.9",8705,"ENSG00000169504","CLIC4","chloride intracellular channel 4"
"chr1",24951689,24952842,1154,"*","chr1_24951689_24952842",1.04769151470605,0.00247948179161306,"Intron (ENST00000338888.4/864, intron 2 of 6)",1,24961345,24963097,1753,1,"105376878","ENST00000456316.1",-8503,NA,"RUNX3-AS1","RUNX3 antisense RNA 1"
"chr1",24966336,24967385,1050,"*","chr1_24966336_24967385",-1.4067439241665,0.00302825433339286,"Promoter (1-2kb)",1,24929737,24965121,35385,2,"864","ENST00000479341.1",-1215,"ENSG00000020633","RUNX3","RUNX family transcription factor 3"
"chr1",25308963,25309545,583,"*","chr1_25308963_25309545",-1.5819150053828,0.00530912452091048,"Intron (ENST00000648012.1/6007, intron 6 of 8)",1,25335846,25337218,1373,2,"57035","ENST00000564413.1",27673,"ENSG00000117616","RSRP1","arginine and serine rich protein 1"
"chr1",25425263,25426158,896,"*","chr1_25425263_25426158",-1.07990604336953,0.011269854361674,"Intron (ENST00000349320.7/6006, intron 2 of 11)",1,25362312,25430192,67881,2,"6006","ENST00000349320.7",4034,"ENSG00000188672","RHCE","Rh blood group CcEe antigens"
"chr1",25726973,25728198,1226,"*","chr1_25726973_25728198",1.18840152875236,0.0153126061829576,"Intron (ENST00000374332.9/57134, intron 2 of 11)",1,25709602,25784450,74849,1,"57134","ENST00000374329.1",17371,"ENSG00000117643","MAN1C1","mannosidase alpha class 1C member 1"
"chr1",26019516,26021382,1867,"*","chr1_26019516_26021382",1.02190590128495,3.90843086322625e-07,"Promoter (<=1kb)",1,26019884,26031547,11664,1,"2134","ENST00000481377.5",0,"ENSG00000158008","EXTL1","exostosin like glycosyltransferase 1"
"chr1",26021436,26022424,989,"*","chr1_26021436_26022424",1.4871849383332,0.00121880780837423,"Promoter (<=1kb)",1,26021775,26036464,14690,1,"2134","ENST00000374280.4",0,"ENSG00000158008","EXTL1","exostosin like glycosyltransferase 1"
"chr1",26097481,26098265,785,"*","chr1_26097481_26098265",1.15468104747365,0.00560613491630362,"Distal Intergenic",1,26111165,26125530,14366,1,"149420","ENST00000619836.4",-12900,"ENSG00000175087","PDIK1L","PDLIM1 interacting kinase 1 like"
"chr1",26404553,26405739,1187,"*","chr1_26404553_26405739",1.13385332468368,0.00162762532950906,"Distal Intergenic",1,26410817,26429719,18903,1,"79727","ENST00000254231.4",-5078,"ENSG00000131914","LIN28A","lin-28 homolog A"
"chr1",26768737,26769263,527,"*","chr1_26768737_26769263",1.3375794423037,0.0136807390724817,"Promoter (2-3kb)",1,26766270,26771191,4922,1,"8289","ENST00000430291.2",2467,"ENSG00000117713","ARID1A","AT-rich interaction domain 1A"
"chr1",26825925,26827329,1405,"*","chr1_26825925_26827329",-1.40802333408323,0.00110942993620079,"Promoter (<=1kb)",1,26826688,26857604,30917,1,"84243","ENST00000374142.9",0,"ENSG00000204160","ZDHHC18","zinc finger DHHC-type palmitoyltransferase 18"
"chr1",27001509,27002369,861,"*","chr1_27001509_27002369",1.41976202001884,9.70504171411717e-06,"3' UTR",1,26993787,27001912,8126,1,"388610","ENST00000531285.2",7722,"ENSG00000253368","TRNP1","TMF1 regulated nuclear protein 1"
"chr1",27007971,27008471,501,"*","chr1_27007971_27008471",1.32033717343232,0.0106147366830112,"Intron (ENST00000289166.6/115572, intron 1 of 1)",1,27005020,27012850,7831,2,"115572","ENST00000289166.6",4379,"ENSG00000158246","TENT5B","terminal nucleotidyltransferase 5B"
"chr1",27525303,27525971,669,"*","chr1_27525303_27525971",1.7326264834262,0.000411478648230715,"Promoter (<=1kb)",1,27525732,27530725,4994,1,"105376892","ENST00000772222.1",0,"ENSG00000237429","LOC105376892","uncharacterized LOC105376892"
"chr1",27636257,27637503,1247,"*","chr1_27636257_27637503",-1.1365528769894,0.0149678006226195,"Promoter (1-2kb)",1,27612064,27635185,23122,2,"2268","ENST00000374005.8",-1072,"ENSG00000000938","FGR","FGR proto-oncogene, Src family tyrosine kinase"
"chr1",28078654,28079758,1105,"*","chr1_28078654_28079758",1.32146520970376,5.60356154780779e-06,"Intron (ENST00000373871.8/2140, intron 1 of 17)",1,27977273,28088564,111292,2,"2140","ENST00000373863.3",8806,"ENSG00000158161","EYA3","EYA transcriptional coactivator and phosphatase 3"
"chr1",28098327,28099582,1256,"*","chr1_28098327_28099582",2.04767142459603,0.000441410145258642,"Intron (ENST00000754552.1/ENST00000754552.1, intron 2 of 2)",1,27970347,28088637,118291,2,"2140","ENST00000540618.5",-9690,"ENSG00000158161","EYA3","EYA transcriptional coactivator and phosphatase 3"
"chr1",29302135,29302718,584,"*","chr1_29302135_29302718",1.16008112264294,0.00732229221089111,"Intron (ENST00000345512.7/10076, intron 16 of 30)",1,29311346,29312659,1314,1,"10076","ENST00000526080.1",-8628,"ENSG00000060656","PTPRU","protein tyrosine phosphatase receptor type U"
"chr1",29706907,29707423,517,"*","chr1_29706907_29707423",-1.44195778242912,0.00159925569476617,"Distal Intergenic",1,29679118,29687604,8487,1,"107984934","ENST00000772661.1",27789,NA,"LOC107984934","uncharacterized LOC107984934"
"chr1",29896947,29898371,1425,"*","chr1_29896947_29898371",-1.40738879387478,0.00377797462120677,"Distal Intergenic",1,30013952,30037612,23661,2,"101929406","ENST00000445180.2",139241,"ENSG00000233399","LINC01648","long intergenic non-protein coding RNA 1648"
"chr1",30008390,30009441,1052,"*","chr1_30008390_30009441",-1.24512019883319,0.0404474627084272,"Distal Intergenic",1,30013952,30037612,23661,2,"101929406","ENST00000445180.2",28171,"ENSG00000233399","LINC01648","long intergenic non-protein coding RNA 1648"
"chr1",30023207,30023821,615,"*","chr1_30023207_30023821",-1.62911712241267,0.00172292319583166,"Intron (ENST00000445180.2/101929406, intron 4 of 6)",1,30013952,30037612,23661,2,"101929406","ENST00000445180.2",13791,"ENSG00000233399","LINC01648","long intergenic non-protein coding RNA 1648"
"chr1",30058900,30059484,585,"*","chr1_30058900_30059484",-1.31384397169702,2.68528794832379e-05,"Distal Intergenic",1,30013952,30037612,23661,2,"101929406","ENST00000445180.2",-21288,"ENSG00000233399","LINC01648","long intergenic non-protein coding RNA 1648"
"chr1",30412252,30412835,584,"*","chr1_30412252_30412835",-1.12950717541332,0.00498658167371859,"Exon (ENST00000836221.1/ENST00000836221.1, exon 1 of 2)",1,30230229,30261188,30960,1,"105378618","ENST00000816417.1",182023,NA,"LOC105378618","uncharacterized LOC105378618"
"chr1",30635056,30635916,861,"*","chr1_30635056_30635916",-2.27296819950424,0.000241797042192144,"Distal Intergenic",1,30695680,30710205,14526,2,"124903888","ENST00000781722.1",74289,NA,"LOC124903888","uncharacterized LOC124903888"
"chr1",30851980,30852520,541,"*","chr1_30851980_30852520",-2.38975407002943,0.00112908550752908,"Intron (ENST00000752831.1/ENST00000752831.1, intron 1 of 1)",1,30858158,30860254,2097,1,"400748","ENST00000431202.1",-5638,"ENSG00000235143","LOC400748","uncharacterized LOC400748"
"chr1",31102294,31103000,707,"*","chr1_31102294_31103000",-1.2406121483656,0.0171416469834682,"Distal Intergenic",1,30932850,31065991,133142,2,"9698","ENST00000373741.8",-36303,"ENSG00000134644","PUM1","pumilio RNA binding family member 1"
"chr1",31238558,31240085,1528,"*","chr1_31238558_31240085",-1.17655389186367,0.000623331651771424,"Promoter (<=1kb)",1,31179745,31239887,60143,2,"79570","ENST00000373736.7",0,"ENSG00000084628","NKAIN1","sodium/potassium transporting ATPase interacting 1"
"chr1",31658630,31659189,560,"*","chr1_31658630_31659189",-1.08382657520487,0.0280310181943612,"Promoter (1-2kb)",1,31657258,31659929,2672,1,"107985471","ENST00000588288.1",1372,NA,"PEF1-AS1","PEF1 and COL16A1 antisense RNA 1"
"chr1",31814825,31816354,1530,"*","chr1_31814825_31816354",-1.01841576499256,0.04549153689777,"Promoter (<=1kb)",1,31790422,31816022,25601,2,"90853","ENST00000257100.7",0,"ENSG00000134668","SPOCD1","SPOC domain containing 1"
"chr1",32066306,32066936,631,"*","chr1_32066306_32066936",-1.10136536882949,0.0426789107818997,"Intron (ENST00000366152.3/ENST00000366152.3, intron 1 of 2)",1,32072031,32102863,30833,1,"55116","ENST00000487305.5",-5095,"ENSG00000121775","TMEM39B","transmembrane protein 39B"
"chr1",32781999,32782547,549,"*","chr1_32781999_32782547",-1.78164321539922,0.00106876743733993,"Promoter (<=1kb)",1,32775237,32782103,6867,2,"8565","ENST00000469100.5",0,"ENSG00000134684","YARS1","tyrosyl-tRNA synthetase 1"
"chr1",32801037,32801569,533,"*","chr1_32801037_32801569",1.10116173532066,0.000215400113906466,"Promoter (2-3kb)",1,32786940,32798214,11275,2,"8565","ENST00000466052.1",-2823,"ENSG00000134684","YARS1","tyrosyl-tRNA synthetase 1"
"chr1",33060459,33061206,748,"*","chr1_33060459_33061206",1.50679122645927,0.00118086246035114,"Intron (ENST00000548559.1/204, intron 2 of 4)",1,33045472,33058906,13435,1,"124903969","ENST00000773306.1",14987,NA,"LOC124903969","uncharacterized LOC124903969"
"chr1",33233709,33234337,629,"*","chr1_33233709_33234337",1.15862367510111,0.0111852509679125,"Distal Intergenic",1,33238575,33239158,584,1,"149076","ENST00000791533.1",-4238,"ENSG00000160094","ZNF362","zinc finger protein 362"
